segment_key,channel_group,customer_count,repeat_loss_rate,avg_order_value,avg_units_per_order,avg_cac,promo_redemption_rate,margin_rate
seasonal_first_time|prestige_loyalist|single_sku_staple,mass,956,0.1,26.43,1.58,8.98,0.23,0.38
seasonal_first_time|prestige_loyalist|multi_sku_builder,mass,982,0.094,34.73,2.6,9.58,0.22,0.41
seasonal_first_time|prestige_loyalist|value_bundle_buyer,mass,1009,0.107,32.47,2.32,8.91,0.24,0.4
seasonal_first_time|prestige_loyalist|premium_add_on,mass,906,0.095,36.82,2.31,9.96,0.23,0.44
seasonal_first_time|prestige_loyalist|trial_size_sampler,mass,883,0.111,27.75,2.0,9.12,0.22,0.38
seasonal_first_time|value_seeker|single_sku_staple,mass,907,0.164,23.76,1.69,9.17,0.26,0.38
seasonal_first_time|value_seeker|multi_sku_builder,mass,978,0.155,30.47,2.52,9.15,0.3,0.41
seasonal_first_time|value_seeker|value_bundle_buyer,mass,922,0.146,29.27,2.34,8.81,0.24,0.41
seasonal_first_time|value_seeker|premium_add_on,mass,854,0.16,32.24,2.17,10.22,0.29,0.41
seasonal_first_time|value_seeker|trial_size_sampler,mass,856,0.145,25.35,1.96,9.29,0.25,0.37
seasonal_first_time|deal_hunter|single_sku_staple,mass,820,0.201,22.02,1.51,10.16,0.35,0.37
seasonal_first_time|deal_hunter|multi_sku_builder,mass,829,0.212,30.75,2.61,9.89,0.35,0.44
seasonal_first_time|deal_hunter|value_bundle_buyer,mass,818,0.207,29.14,2.25,10.2,0.33,0.37
seasonal_first_time|deal_hunter|premium_add_on,mass,840,0.212,32.33,2.35,9.29,0.33,0.43
seasonal_first_time|deal_hunter|trial_size_sampler,mass,720,0.194,24.16,1.99,9.65,0.32,0.38
seasonal_first_time|occasional_shop|single_sku_staple,mass,812,0.171,24.61,1.65,9.41,0.29,0.37
seasonal_first_time|occasional_shop|multi_sku_builder,mass,895,0.164,31.46,2.39,9.67,0.29,0.41
seasonal_first_time|occasional_shop|value_bundle_buyer,mass,863,0.16,29.95,2.22,9.67,0.3,0.39
seasonal_first_time|occasional_shop|premium_add_on,mass,829,0.161,32.76,2.39,8.9,0.27,0.42
seasonal_first_time|occasional_shop|trial_size_sampler,mass,774,0.172,24.99,1.91,9.17,0.28,0.38
seasonal_first_time|channel_switcher|single_sku_staple,mass,880,0.16,22.81,1.73,9.26,0.3,0.39
seasonal_first_time|channel_switcher|multi_sku_builder,mass,850,0.166,31.13,2.38,10.28,0.32,0.4
seasonal_first_time|channel_switcher|value_bundle_buyer,mass,903,0.165,30.44,2.38,8.85,0.29,0.38
seasonal_first_time|channel_switcher|premium_add_on,mass,843,0.175,33.82,2.26,9.38,0.28,0.42
seasonal_first_time|channel_switcher|trial_size_sampler,mass,772,0.158,26.1,2.0,9.33,0.26,0.36
routine_refill|prestige_loyalist|single_sku_staple,mass,1030,0.078,27.62,1.6,7.45,0.17,0.39
routine_refill|prestige_loyalist|multi_sku_builder,mass,1114,0.074,36.79,2.57,7.96,0.18,0.44
routine_refill|prestige_loyalist|value_bundle_buyer,mass,1120,0.067,33.75,2.23,8.44,0.13,0.38
routine_refill|prestige_loyalist|premium_add_on,mass,1003,0.071,37.87,2.4,7.67,0.16,0.43
routine_refill|prestige_loyalist|trial_size_sampler,mass,1003,0.06,30.32,1.88,8.21,0.18,0.37
routine_refill|value_seeker|single_sku_staple,mass,1004,0.112,25.35,1.62,8.17,0.24,0.4
routine_refill|value_seeker|multi_sku_builder,mass,1063,0.116,33.46,2.55,8.42,0.21,0.43
routine_refill|value_seeker|value_bundle_buyer,mass,1082,0.122,30.64,2.29,8.55,0.22,0.38
routine_refill|value_seeker|premium_add_on,mass,1011,0.116,34.33,2.3,8.41,0.21,0.43
routine_refill|value_seeker|trial_size_sampler,mass,969,0.118,27.11,1.91,7.74,0.2,0.39
routine_refill|deal_hunter|single_sku_staple,mass,978,0.175,24.84,1.56,8.44,0.26,0.38
routine_refill|deal_hunter|multi_sku_builder,mass,992,0.177,32.44,2.45,8.13,0.26,0.41
routine_refill|deal_hunter|value_bundle_buyer,mass,1008,0.175,29.71,2.25,8.53,0.24,0.41
routine_refill|deal_hunter|premium_add_on,mass,923,0.158,34.48,2.18,7.56,0.28,0.42
routine_refill|deal_hunter|trial_size_sampler,mass,852,0.164,27.15,1.89,7.73,0.28,0.37
routine_refill|occasional_shop|single_sku_staple,mass,983,0.127,24.83,1.72,8.63,0.2,0.38
routine_refill|occasional_shop|multi_sku_builder,mass,1023,0.138,34.36,2.59,8.26,0.21,0.42
routine_refill|occasional_shop|value_bundle_buyer,mass,946,0.126,31.05,2.27,7.68,0.19,0.39
routine_refill|occasional_shop|premium_add_on,mass,871,0.138,34.79,2.29,8.15,0.23,0.41
routine_refill|occasional_shop|trial_size_sampler,mass,915,0.138,27.06,1.97,7.45,0.22,0.37
routine_refill|channel_switcher|single_sku_staple,mass,926,0.124,26.07,1.53,7.88,0.26,0.37
routine_refill|channel_switcher|multi_sku_builder,mass,1008,0.14,34.67,2.4,8.05,0.26,0.4
routine_refill|channel_switcher|value_bundle_buyer,mass,961,0.125,31.91,2.28,7.37,0.26,0.41
routine_refill|channel_switcher|premium_add_on,mass,963,0.123,35.17,2.28,8.72,0.23,0.41
routine_refill|channel_switcher|trial_size_sampler,mass,944,0.135,26.57,1.94,8.46,0.25,0.36
gift_buyer|prestige_loyalist|single_sku_staple,mass,969,0.107,31.87,1.57,9.54,0.17,0.4
gift_buyer|prestige_loyalist|multi_sku_builder,mass,1012,0.1,39.05,2.49,8.64,0.2,0.44
gift_buyer|prestige_loyalist|value_bundle_buyer,mass,1018,0.09,37.38,2.22,9.06,0.21,0.4
gift_buyer|prestige_loyalist|premium_add_on,mass,941,0.091,40.71,2.21,9.05,0.23,0.42
gift_buyer|prestige_loyalist|trial_size_sampler,mass,966,0.098,32.27,1.74,8.9,0.21,0.35
gift_buyer|value_seeker|single_sku_staple,mass,1013,0.156,27.89,1.78,8.8,0.28,0.4
gift_buyer|value_seeker|multi_sku_builder,mass,1016,0.158,36.82,2.6,8.62,0.22,0.43
gift_buyer|value_seeker|value_bundle_buyer,mass,1045,0.14,34.59,2.21,8.74,0.28,0.39
gift_buyer|value_seeker|premium_add_on,mass,965,0.148,38.57,2.19,8.88,0.26,0.41
gift_buyer|value_seeker|trial_size_sampler,mass,882,0.149,29.97,1.94,9.11,0.28,0.38
gift_buyer|deal_hunter|single_sku_staple,mass,832,0.2,28.24,1.58,9.02,0.32,0.37
gift_buyer|deal_hunter|multi_sku_builder,mass,922,0.195,35.11,2.37,8.52,0.31,0.43
gift_buyer|deal_hunter|value_bundle_buyer,mass,953,0.199,33.39,2.2,8.78,0.33,0.38
gift_buyer|deal_hunter|premium_add_on,mass,870,0.192,37.11,2.24,8.11,0.28,0.45
gift_buyer|deal_hunter|trial_size_sampler,mass,816,0.2,29.62,2.0,8.87,0.3,0.38
gift_buyer|occasional_shop|single_sku_staple,mass,877,0.168,29.43,1.7,9.04,0.26,0.38
gift_buyer|occasional_shop|multi_sku_builder,mass,961,0.169,36.79,2.62,8.47,0.25,0.4
gift_buyer|occasional_shop|value_bundle_buyer,mass,898,0.168,33.91,2.29,9.4,0.28,0.37
gift_buyer|occasional_shop|premium_add_on,mass,827,0.159,37.7,2.34,9.24,0.28,0.44
gift_buyer|occasional_shop|trial_size_sampler,mass,847,0.169,30.14,1.87,9.32,0.24,0.36
gift_buyer|channel_switcher|single_sku_staple,mass,898,0.154,28.99,1.76,8.19,0.28,0.39
gift_buyer|channel_switcher|multi_sku_builder,mass,950,0.155,37.59,2.5,8.27,0.29,0.41
gift_buyer|channel_switcher|value_bundle_buyer,mass,990,0.162,35.0,2.4,8.11,0.26,0.38
gift_buyer|channel_switcher|premium_add_on,mass,894,0.172,38.69,2.26,9.34,0.29,0.41
gift_buyer|channel_switcher|trial_size_sampler,mass,917,0.166,30.83,1.78,9.13,0.28,0.38
influencer_discovered|prestige_loyalist|single_sku_staple,mass,998,0.109,28.64,1.64,10.63,0.23,0.39
influencer_discovered|prestige_loyalist|multi_sku_builder,mass,981,0.111,37.36,2.54,9.95,0.23,0.44
influencer_discovered|prestige_loyalist|value_bundle_buyer,mass,1067,0.114,35.01,2.25,10.14,0.23,0.4
influencer_discovered|prestige_loyalist|premium_add_on,mass,990,0.106,37.12,2.16,9.53,0.23,0.43
influencer_discovered|prestige_loyalist|trial_size_sampler,mass,984,0.108,30.88,1.96,10.41,0.25,0.37
influencer_discovered|value_seeker|single_sku_staple,mass,915,0.175,24.14,1.51,10.04,0.26,0.36
influencer_discovered|value_seeker|multi_sku_builder,mass,971,0.173,34.04,2.44,10.71,0.3,0.4
influencer_discovered|value_seeker|value_bundle_buyer,mass,931,0.173,31.87,2.24,10.95,0.27,0.39
influencer_discovered|value_seeker|premium_add_on,mass,907,0.176,34.84,2.14,10.87,0.27,0.41
influencer_discovered|value_seeker|trial_size_sampler,mass,937,0.155,27.37,1.89,10.35,0.28,0.37
influencer_discovered|deal_hunter|single_sku_staple,mass,798,0.221,25.42,1.62,10.28,0.35,0.36
influencer_discovered|deal_hunter|multi_sku_builder,mass,865,0.224,33.04,2.59,9.49,0.34,0.41
influencer_discovered|deal_hunter|value_bundle_buyer,mass,944,0.205,30.77,2.21,10.23,0.3,0.41
influencer_discovered|deal_hunter|premium_add_on,mass,765,0.215,34.5,2.33,10.94,0.34,0.41
influencer_discovered|deal_hunter|trial_size_sampler,mass,770,0.221,26.39,1.82,9.88,0.33,0.37
influencer_discovered|occasional_shop|single_sku_staple,mass,853,0.185,26.1,1.71,10.03,0.29,0.39
influencer_discovered|occasional_shop|multi_sku_builder,mass,884,0.192,34.45,2.4,9.49,0.26,0.4
influencer_discovered|occasional_shop|value_bundle_buyer,mass,940,0.179,32.44,2.39,10.95,0.29,0.37
influencer_discovered|occasional_shop|premium_add_on,mass,807,0.171,36.16,2.37,9.79,0.29,0.44
influencer_discovered|occasional_shop|trial_size_sampler,mass,773,0.191,27.05,1.77,9.47,0.31,0.38
influencer_discovered|channel_switcher|single_sku_staple,mass,855,0.18,25.45,1.68,10.58,0.28,0.37
influencer_discovered|channel_switcher|multi_sku_builder,mass,963,0.167,32.92,2.56,10.5,0.3,0.41
influencer_discovered|channel_switcher|value_bundle_buyer,mass,880,0.183,30.87,2.48,10.09,0.28,0.39
influencer_discovered|channel_switcher|premium_add_on,mass,845,0.182,34.63,2.29,9.93,0.28,0.41
influencer_discovered|channel_switcher|trial_size_sampler,mass,891,0.182,27.71,1.85,9.7,0.31,0.38
promo_triggered|prestige_loyalist|single_sku_staple,mass,929,0.142,25.63,1.56,9.29,0.25,0.38
promo_triggered|prestige_loyalist|multi_sku_builder,mass,1008,0.143,33.47,2.39,9.92,0.23,0.42
promo_triggered|prestige_loyalist|value_bundle_buyer,mass,958,0.137,32.73,2.32,10.5,0.26,0.4
promo_triggered|prestige_loyalist|premium_add_on,mass,957,0.149,36.22,2.35,9.11,0.24,0.44
promo_triggered|prestige_loyalist|trial_size_sampler,mass,894,0.142,26.8,1.94,10.37,0.26,0.39
promo_triggered|value_seeker|single_sku_staple,mass,921,0.185,22.8,1.7,9.79,0.32,0.4
promo_triggered|value_seeker|multi_sku_builder,mass,860,0.19,31.62,2.45,9.22,0.34,0.44
promo_triggered|value_seeker|value_bundle_buyer,mass,940,0.183,27.96,2.4,9.47,0.31,0.4
promo_triggered|value_seeker|premium_add_on,mass,829,0.189,32.98,2.24,9.65,0.33,0.42
promo_triggered|value_seeker|trial_size_sampler,mass,875,0.189,24.4,1.85,9.44,0.28,0.35
promo_triggered|deal_hunter|single_sku_staple,mass,759,0.23,21.08,1.67,10.23,0.36,0.38
promo_triggered|deal_hunter|multi_sku_builder,mass,837,0.23,29.53,2.61,9.07,0.36,0.42
promo_triggered|deal_hunter|value_bundle_buyer,mass,882,0.23,27.63,2.32,9.03,0.34,0.41
promo_triggered|deal_hunter|premium_add_on,mass,824,0.23,31.87,2.16,9.7,0.36,0.42
promo_triggered|deal_hunter|trial_size_sampler,mass,758,0.23,23.44,1.88,9.25,0.36,0.37
promo_triggered|occasional_shop|single_sku_staple,mass,799,0.205,22.89,1.68,10.19,0.29,0.37
promo_triggered|occasional_shop|multi_sku_builder,mass,850,0.196,30.58,2.63,9.41,0.31,0.43
promo_triggered|occasional_shop|value_bundle_buyer,mass,872,0.213,28.51,2.46,8.95,0.29,0.38
promo_triggered|occasional_shop|premium_add_on,mass,756,0.2,33.25,2.15,10.35,0.32,0.45
promo_triggered|occasional_shop|trial_size_sampler,mass,816,0.213,24.18,1.76,9.49,0.34,0.38
promo_triggered|channel_switcher|single_sku_staple,mass,884,0.199,22.73,1.53,10.31,0.32,0.37
promo_triggered|channel_switcher|multi_sku_builder,mass,824,0.195,31.9,2.4,9.85,0.32,0.44
promo_triggered|channel_switcher|value_bundle_buyer,mass,888,0.204,28.07,2.46,9.55,0.32,0.38
promo_triggered|channel_switcher|premium_add_on,mass,860,0.208,33.01,2.22,9.49,0.32,0.42
promo_triggered|channel_switcher|trial_size_sampler,mass,768,0.198,25.25,1.76,9.32,0.31,0.35
seasonal_first_time|prestige_loyalist|single_sku_staple,prestige,831,0.072,34.91,1.95,11.39,0.15,0.4
seasonal_first_time|prestige_loyalist|multi_sku_builder,prestige,856,0.08,42.5,2.8,9.94,0.16,0.48
seasonal_first_time|prestige_loyalist|value_bundle_buyer,prestige,828,0.069,41.23,2.64,10.44,0.15,0.44
seasonal_first_time|prestige_loyalist|premium_add_on,prestige,806,0.071,44.56,2.56,11.32,0.19,0.46
seasonal_first_time|prestige_loyalist|trial_size_sampler,prestige,756,0.068,36.44,2.25,10.3,0.15,0.41
seasonal_first_time|value_seeker|single_sku_staple,prestige,758,0.123,30.52,2.05,11.15,0.19,0.41
seasonal_first_time|value_seeker|multi_sku_builder,prestige,851,0.128,39.43,2.88,11.35,0.21,0.44
seasonal_first_time|value_seeker|value_bundle_buyer,prestige,804,0.12,37.48,2.72,10.26,0.19,0.42
seasonal_first_time|value_seeker|premium_add_on,prestige,740,0.125,41.48,2.63,10.19,0.19,0.46
seasonal_first_time|value_seeker|trial_size_sampler,prestige,765,0.136,32.63,2.06,10.0,0.24,0.42
seasonal_first_time|deal_hunter|single_sku_staple,prestige,694,0.178,31.68,1.82,10.34,0.29,0.42
seasonal_first_time|deal_hunter|multi_sku_builder,prestige,729,0.185,39.7,2.85,10.53,0.26,0.48
seasonal_first_time|deal_hunter|value_bundle_buyer,prestige,788,0.178,36.06,2.73,10.5,0.23,0.42
seasonal_first_time|deal_hunter|premium_add_on,prestige,695,0.178,40.16,2.45,10.53,0.26,0.49
seasonal_first_time|deal_hunter|trial_size_sampler,prestige,699,0.177,32.3,2.05,9.95,0.28,0.41
seasonal_first_time|occasional_shop|single_sku_staple,prestige,760,0.147,31.15,1.89,10.27,0.19,0.43
seasonal_first_time|occasional_shop|multi_sku_builder,prestige,782,0.139,40.49,2.93,11.08,0.21,0.46
seasonal_first_time|occasional_shop|value_bundle_buyer,prestige,822,0.147,38.31,2.58,11.35,0.2,0.41
seasonal_first_time|occasional_shop|premium_add_on,prestige,707,0.145,41.38,2.55,9.98,0.19,0.48
seasonal_first_time|occasional_shop|trial_size_sampler,prestige,684,0.153,33.1,2.15,10.08,0.25,0.41
seasonal_first_time|channel_switcher|single_sku_staple,prestige,756,0.147,32.38,1.81,10.08,0.26,0.44
seasonal_first_time|channel_switcher|multi_sku_builder,prestige,770,0.153,39.95,2.86,10.51,0.23,0.44
seasonal_first_time|channel_switcher|value_bundle_buyer,prestige,795,0.141,37.87,2.68,10.9,0.2,0.43
seasonal_first_time|channel_switcher|premium_add_on,prestige,738,0.143,42.08,2.43,10.61,0.22,0.45
seasonal_first_time|channel_switcher|trial_size_sampler,prestige,734,0.143,33.82,2.04,10.58,0.22,0.42
routine_refill|prestige_loyalist|single_sku_staple,prestige,908,0.06,36.4,1.85,8.81,0.09,0.4
routine_refill|prestige_loyalist|multi_sku_builder,prestige,1011,0.06,45.68,2.87,9.47,0.12,0.46
routine_refill|prestige_loyalist|value_bundle_buyer,prestige,984,0.06,41.79,2.71,8.87,0.08,0.42
routine_refill|prestige_loyalist|premium_add_on,prestige,980,0.06,46.36,2.43,9.47,0.08,0.45
routine_refill|prestige_loyalist|trial_size_sampler,prestige,870,0.06,39.22,2.19,8.67,0.12,0.39
routine_refill|value_seeker|single_sku_staple,prestige,932,0.101,33.93,2.04,8.79,0.16,0.42
routine_refill|value_seeker|multi_sku_builder,prestige,958,0.093,42.16,2.71,8.45,0.14,0.46
routine_refill|value_seeker|value_bundle_buyer,prestige,957,0.101,39.18,2.71,9.49,0.17,0.42
routine_refill|value_seeker|premium_add_on,prestige,912,0.093,43.49,2.66,8.74,0.15,0.46
routine_refill|value_seeker|trial_size_sampler,prestige,903,0.103,34.2,2.19,9.35,0.14,0.39
routine_refill|deal_hunter|single_sku_staple,prestige,776,0.155,32.49,2.05,8.6,0.22,0.43
routine_refill|deal_hunter|multi_sku_builder,prestige,896,0.137,41.63,2.7,9.06,0.19,0.48
routine_refill|deal_hunter|value_bundle_buyer,prestige,873,0.152,38.46,2.64,9.57,0.19,0.43
routine_refill|deal_hunter|premium_add_on,prestige,777,0.144,42.88,2.46,9.28,0.2,0.46
routine_refill|deal_hunter|trial_size_sampler,prestige,801,0.153,35.4,2.25,9.76,0.18,0.4
routine_refill|occasional_shop|single_sku_staple,prestige,806,0.112,33.53,1.92,8.57,0.17,0.42
routine_refill|occasional_shop|multi_sku_builder,prestige,841,0.116,42.63,2.84,8.65,0.14,0.45
routine_refill|occasional_shop|value_bundle_buyer,prestige,858,0.12,39.11,2.7,9.29,0.18,0.44
routine_refill|occasional_shop|premium_add_on,prestige,770,0.122,44.36,2.42,9.28,0.15,0.47
routine_refill|occasional_shop|trial_size_sampler,prestige,840,0.116,34.88,2.02,8.81,0.16,0.4
routine_refill|channel_switcher|single_sku_staple,prestige,857,0.106,33.32,1.96,9.15,0.18,0.41
routine_refill|channel_switcher|multi_sku_builder,prestige,891,0.109,42.19,2.66,8.58,0.17,0.46
routine_refill|channel_switcher|value_bundle_buyer,prestige,932,0.111,39.62,2.66,8.56,0.16,0.45
routine_refill|channel_switcher|premium_add_on,prestige,869,0.1,44.14,2.44,9.32,0.14,0.48
routine_refill|channel_switcher|trial_size_sampler,prestige,848,0.111,36.3,2.25,9.96,0.15,0.4
gift_buyer|prestige_loyalist|single_sku_staple,prestige,860,0.064,40.35,1.81,10.86,0.16,0.44
gift_buyer|prestige_loyalist|multi_sku_builder,prestige,905,0.08,48.64,2.92,10.48,0.13,0.45
gift_buyer|prestige_loyalist|value_bundle_buyer,prestige,987,0.069,45.02,2.65,9.95,0.15,0.45
gift_buyer|prestige_loyalist|premium_add_on,prestige,863,0.074,50.05,2.55,10.84,0.17,0.48
gift_buyer|prestige_loyalist|trial_size_sampler,prestige,892,0.064,40.46,2.11,9.38,0.17,0.41
gift_buyer|value_seeker|single_sku_staple,prestige,892,0.116,36.05,1.92,9.41,0.19,0.41
gift_buyer|value_seeker|multi_sku_builder,prestige,843,0.119,44.97,2.81,10.45,0.17,0.45
gift_buyer|value_seeker|value_bundle_buyer,prestige,889,0.134,41.77,2.58,10.14,0.21,0.42
gift_buyer|value_seeker|premium_add_on,prestige,866,0.119,46.77,2.57,9.31,0.2,0.48
gift_buyer|value_seeker|trial_size_sampler,prestige,762,0.113,37.33,2.17,10.61,0.2,0.39
gift_buyer|deal_hunter|single_sku_staple,prestige,753,0.182,36.18,2.06,9.56,0.25,0.4
gift_buyer|deal_hunter|multi_sku_builder,prestige,835,0.179,44.59,2.66,10.86,0.25,0.46
gift_buyer|deal_hunter|value_bundle_buyer,prestige,773,0.176,42.46,2.57,10.11,0.23,0.43
gift_buyer|deal_hunter|premium_add_on,prestige,770,0.163,44.48,2.42,9.5,0.25,0.48
gift_buyer|deal_hunter|trial_size_sampler,prestige,770,0.162,36.22,2.22,9.74,0.25,0.4
gift_buyer|occasional_shop|single_sku_staple,prestige,795,0.15,36.39,2.0,9.75,0.21,0.42
gift_buyer|occasional_shop|multi_sku_builder,prestige,881,0.128,44.8,2.89,9.35,0.18,0.47
gift_buyer|occasional_shop|value_bundle_buyer,prestige,812,0.147,43.48,2.65,9.82,0.21,0.42
gift_buyer|occasional_shop|premium_add_on,prestige,749,0.128,47.08,2.5,10.56,0.22,0.46
gift_buyer|occasional_shop|trial_size_sampler,prestige,805,0.14,37.97,2.15,9.48,0.21,0.41
gift_buyer|channel_switcher|single_sku_staple,prestige,765,0.126,35.61,1.8,9.85,0.23,0.43
gift_buyer|channel_switcher|multi_sku_builder,prestige,905,0.148,43.94,2.68,10.41,0.23,0.46
gift_buyer|channel_switcher|value_bundle_buyer,prestige,805,0.136,42.42,2.6,10.54,0.19,0.41
gift_buyer|channel_switcher|premium_add_on,prestige,801,0.13,45.35,2.43,10.08,0.23,0.48
gift_buyer|channel_switcher|trial_size_sampler,prestige,725,0.145,38.93,2.27,10.68,0.2,0.43
influencer_discovered|prestige_loyalist|single_sku_staple,prestige,896,0.094,37.1,1.86,11.96,0.16,0.42
influencer_discovered|prestige_loyalist|multi_sku_builder,prestige,923,0.093,44.11,2.75,11.21,0.14,0.47
influencer_discovered|prestige_loyalist|value_bundle_buyer,prestige,921,0.084,42.0,2.67,10.9,0.2,0.42
influencer_discovered|prestige_loyalist|premium_add_on,prestige,820,0.094,45.66,2.6,11.17,0.18,0.48
influencer_discovered|prestige_loyalist|trial_size_sampler,prestige,878,0.101,38.81,2.22,11.62,0.19,0.42
influencer_discovered|value_seeker|single_sku_staple,prestige,802,0.136,32.53,1.91,10.7,0.25,0.43
influencer_discovered|value_seeker|multi_sku_builder,prestige,850,0.151,41.96,2.85,12.08,0.25,0.46
influencer_discovered|value_seeker|value_bundle_buyer,prestige,806,0.15,39.33,2.52,11.42,0.23,0.43
influencer_discovered|value_seeker|premium_add_on,prestige,808,0.14,41.97,2.45,11.02,0.23,0.47
influencer_discovered|value_seeker|trial_size_sampler,prestige,755,0.142,34.37,2.29,10.82,0.22,0.4
influencer_discovered|deal_hunter|single_sku_staple,prestige,704,0.188,32.53,2.06,10.72,0.27,0.42
influencer_discovered|deal_hunter|multi_sku_builder,prestige,781,0.18,41.35,2.91,11.33,0.28,0.45
influencer_discovered|deal_hunter|value_bundle_buyer,prestige,799,0.196,39.44,2.62,10.65,0.26,0.42
influencer_discovered|deal_hunter|premium_add_on,prestige,681,0.181,43.08,2.68,11.14,0.28,0.49
influencer_discovered|deal_hunter|trial_size_sampler,prestige,740,0.199,33.88,2.23,10.75,0.29,0.42
influencer_discovered|occasional_shop|single_sku_staple,prestige,766,0.159,34.81,1.91,11.92,0.24,0.42
influencer_discovered|occasional_shop|multi_sku_builder,prestige,797,0.153,41.96,2.89,11.16,0.24,0.47
influencer_discovered|occasional_shop|value_bundle_buyer,prestige,848,0.164,40.77,2.77,11.96,0.21,0.44
influencer_discovered|occasional_shop|premium_add_on,prestige,716,0.161,43.07,2.48,11.07,0.25,0.45
influencer_discovered|occasional_shop|trial_size_sampler,prestige,733,0.157,36.13,2.04,11.35,0.25,0.42
influencer_discovered|channel_switcher|single_sku_staple,prestige,745,0.155,33.75,1.98,11.32,0.26,0.43
influencer_discovered|channel_switcher|multi_sku_builder,prestige,809,0.15,40.92,2.73,11.43,0.22,0.45
influencer_discovered|channel_switcher|value_bundle_buyer,prestige,847,0.147,39.5,2.64,11.81,0.26,0.45
influencer_discovered|channel_switcher|premium_add_on,prestige,774,0.142,43.3,2.45,11.79,0.22,0.47
influencer_discovered|channel_switcher|trial_size_sampler,prestige,728,0.157,34.99,2.16,11.57,0.24,0.42
promo_triggered|prestige_loyalist|single_sku_staple,prestige,848,0.119,34.61,1.84,10.14,0.2,0.43
promo_triggered|prestige_loyalist|multi_sku_builder,prestige,876,0.117,42.74,2.82,10.8,0.21,0.48
promo_triggered|prestige_loyalist|value_bundle_buyer,prestige,863,0.102,39.14,2.75,10.73,0.2,0.41
promo_triggered|prestige_loyalist|premium_add_on,prestige,745,0.116,44.34,2.63,11.51,0.21,0.48
promo_triggered|prestige_loyalist|trial_size_sampler,prestige,808,0.119,36.55,2.16,11.65,0.18,0.43
promo_triggered|value_seeker|single_sku_staple,prestige,812,0.162,30.73,2.02,11.05,0.24,0.43
promo_triggered|value_seeker|multi_sku_builder,prestige,770,0.172,39.46,2.8,10.44,0.24,0.45
promo_triggered|value_seeker|value_bundle_buyer,prestige,858,0.173,36.76,2.72,11.16,0.27,0.43
promo_triggered|value_seeker|premium_add_on,prestige,776,0.154,39.97,2.57,10.95,0.22,0.46
promo_triggered|value_seeker|trial_size_sampler,prestige,740,0.163,32.09,2.24,11.6,0.23,0.4
promo_triggered|deal_hunter|single_sku_staple,prestige,741,0.225,29.28,2.0,11.29,0.32,0.4
promo_triggered|deal_hunter|multi_sku_builder,prestige,754,0.211,38.26,2.91,10.19,0.31,0.44
promo_triggered|deal_hunter|value_bundle_buyer,prestige,716,0.225,36.29,2.62,11.13,0.29,0.42
promo_triggered|deal_hunter|premium_add_on,prestige,700,0.219,38.73,2.61,10.88,0.28,0.47
promo_triggered|deal_hunter|trial_size_sampler,prestige,601,0.214,31.26,2.17,11.39,0.28,0.42
promo_triggered|occasional_shop|single_sku_staple,prestige,657,0.178,30.74,2.04,10.11,0.25,0.43
promo_triggered|occasional_shop|multi_sku_builder,prestige,707,0.183,40.49,2.68,11.31,0.29,0.46
promo_triggered|occasional_shop|value_bundle_buyer,prestige,705,0.185,36.63,2.63,10.82,0.24,0.45
promo_triggered|occasional_shop|premium_add_on,prestige,665,0.186,40.49,2.5,10.2,0.28,0.47
promo_triggered|occasional_shop|trial_size_sampler,prestige,645,0.172,33.61,2.17,11.58,0.24,0.41
promo_triggered|channel_switcher|single_sku_staple,prestige,696,0.18,30.28,1.81,11.69,0.27,0.44
promo_triggered|channel_switcher|multi_sku_builder,prestige,799,0.169,39.4,2.84,11.43,0.26,0.47
promo_triggered|channel_switcher|value_bundle_buyer,prestige,797,0.176,37.66,2.58,11.66,0.28,0.44
promo_triggered|channel_switcher|premium_add_on,prestige,734,0.181,40.21,2.63,10.87,0.25,0.46
promo_triggered|channel_switcher|trial_size_sampler,prestige,642,0.172,31.89,2.08,11.21,0.25,0.39
