offer_id,week_start,year_week,brand_id,market_id,offer_type,offer_name,channel_scope,avg_discount_pct,participating_item_count,participating_store_count,promo_units,promo_sales,headline_items,notes
camp_0028,2025-01-27,2025-01-27,tacobell,los_angeles_ca,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0029,2025-01-27,2025-01-27,tacobell,dallas_tx,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0030,2025-01-27,2025-01-27,tacobell,chicago_il,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0031,2025-01-27,2025-01-27,tacobell,atlanta_ga,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0032,2025-01-27,2025-01-27,tacobell,new_york_ny,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0033,2025-01-27,2025-01-27,tacobell,miami_fl,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0034,2025-01-27,2025-01-27,tacobell,phoenix_az,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0035,2025-01-27,2025-01-27,tacobell,denver_co,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0036,2025-01-27,2025-01-27,tacobell,seattle_wa,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0037,2025-01-27,2025-01-27,tacobell,nashville_tn,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0038,2025-01-27,2025-01-27,tacobell,minneapolis_mn,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0039,2025-01-27,2025-01-27,tacobell,charlotte_nc,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0064,2025-02-24,2025-02-24,tacobell,los_angeles_ca,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0066,2025-02-24,2025-02-24,tacobell,dallas_tx,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0068,2025-02-24,2025-02-24,tacobell,chicago_il,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0070,2025-02-24,2025-02-24,tacobell,atlanta_ga,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0072,2025-02-24,2025-02-24,tacobell,new_york_ny,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0074,2025-02-24,2025-02-24,tacobell,miami_fl,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0076,2025-02-24,2025-02-24,tacobell,phoenix_az,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0078,2025-02-24,2025-02-24,tacobell,denver_co,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0080,2025-02-24,2025-02-24,tacobell,seattle_wa,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0082,2025-02-24,2025-02-24,tacobell,nashville_tn,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0084,2025-02-24,2025-02-24,tacobell,minneapolis_mn,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0086,2025-02-24,2025-02-24,tacobell,charlotte_nc,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0115,2025-03-24,2025-03-24,tacobell,los_angeles_ca,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0116,2025-03-24,2025-03-24,tacobell,dallas_tx,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0117,2025-03-24,2025-03-24,tacobell,chicago_il,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0118,2025-03-24,2025-03-24,tacobell,atlanta_ga,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0119,2025-03-24,2025-03-24,tacobell,new_york_ny,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0120,2025-03-24,2025-03-24,tacobell,miami_fl,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0121,2025-03-24,2025-03-24,tacobell,phoenix_az,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0122,2025-03-24,2025-03-24,tacobell,denver_co,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0123,2025-03-24,2025-03-24,tacobell,seattle_wa,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0124,2025-03-24,2025-03-24,tacobell,nashville_tn,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0125,2025-03-24,2025-03-24,tacobell,minneapolis_mn,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0126,2025-03-24,2025-03-24,tacobell,charlotte_nc,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0143,2025-04-21,2025-04-21,tacobell,los_angeles_ca,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0145,2025-04-21,2025-04-21,tacobell,dallas_tx,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0147,2025-04-21,2025-04-21,tacobell,chicago_il,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0149,2025-04-21,2025-04-21,tacobell,atlanta_ga,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0151,2025-04-21,2025-04-21,tacobell,new_york_ny,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0153,2025-04-21,2025-04-21,tacobell,miami_fl,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0155,2025-04-21,2025-04-21,tacobell,phoenix_az,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0157,2025-04-21,2025-04-21,tacobell,denver_co,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0159,2025-04-21,2025-04-21,tacobell,seattle_wa,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0161,2025-04-21,2025-04-21,tacobell,nashville_tn,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0163,2025-04-21,2025-04-21,tacobell,minneapolis_mn,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0165,2025-04-21,2025-04-21,tacobell,charlotte_nc,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0178,2025-05-19,2025-05-19,tacobell,los_angeles_ca,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0180,2025-05-19,2025-05-19,tacobell,dallas_tx,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0182,2025-05-19,2025-05-19,tacobell,chicago_il,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0184,2025-05-19,2025-05-19,tacobell,atlanta_ga,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0186,2025-05-19,2025-05-19,tacobell,new_york_ny,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0188,2025-05-19,2025-05-19,tacobell,miami_fl,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0190,2025-05-19,2025-05-19,tacobell,phoenix_az,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0192,2025-05-19,2025-05-19,tacobell,denver_co,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0194,2025-05-19,2025-05-19,tacobell,seattle_wa,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0196,2025-05-19,2025-05-19,tacobell,nashville_tn,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0198,2025-05-19,2025-05-19,tacobell,minneapolis_mn,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0200,2025-05-19,2025-05-19,tacobell,charlotte_nc,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0229,2025-06-16,2025-06-16,tacobell,los_angeles_ca,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0230,2025-06-16,2025-06-16,tacobell,dallas_tx,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0231,2025-06-16,2025-06-16,tacobell,chicago_il,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0232,2025-06-16,2025-06-16,tacobell,atlanta_ga,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0233,2025-06-16,2025-06-16,tacobell,new_york_ny,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0234,2025-06-16,2025-06-16,tacobell,miami_fl,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0235,2025-06-16,2025-06-16,tacobell,phoenix_az,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0236,2025-06-16,2025-06-16,tacobell,denver_co,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0237,2025-06-16,2025-06-16,tacobell,seattle_wa,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0238,2025-06-16,2025-06-16,tacobell,nashville_tn,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0239,2025-06-16,2025-06-16,tacobell,minneapolis_mn,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0240,2025-06-16,2025-06-16,tacobell,charlotte_nc,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0268,2025-07-14,2025-07-14,tacobell,los_angeles_ca,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0269,2025-07-14,2025-07-14,tacobell,dallas_tx,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0270,2025-07-14,2025-07-14,tacobell,chicago_il,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0271,2025-07-14,2025-07-14,tacobell,atlanta_ga,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
camp_0272,2025-07-14,2025-07-14,tacobell,new_york_ny,value_box,Luxe Box Value Pulse,all,9.0,4,1,,,Breakfast Crunchwrap | Luxe Cravings Box | Value Burrito | Value Taco,Value architecture support to protect late-night and lunch traffic.
